Unnamed: 0,Doc_id,Message,Date,Time,Symbols,Sentiment,Words
84,268835488, SPY Ok folks its been a crazy year amp tonight we put our battle gear down so both Bull amp Bear can take a breather so for everyone on either side have fun be safe amp we 39 ll start it all back up again in a few day Happy New Year I drink to your health in the new year BABA BB AMZN AAPL,2020-12-31,21:45:15Z,"['AAPL', 'AMZN', 'BB', 'SPY', 'BABA']",,"['spy', 'ok', 'folk', 'crazy', 'year', 'amp', 'tonight', 'put', 'battle', 'gear', 'bull', 'amp', 'bear', 'take', 'breather', 'everyone', 'either', 'side', 'fun', 'safe', 'amp', '39', 'start', 'back', 'day', 'happy', 'new', 'year', 'i', 'drink', 'health', 'new', 'year', 'baba', 'bb', 'amzn', 'aapl']"
85,268835347, AAPL The RSI on the 1h chart looking good for swings,2020-12-31,21:44:38Z,['AAPL'],Bullish,"['aapl', 'the', 'rsi', '1h', 'chart', 'looking', 'good', 'swing']"
86,268835118, AAPL can a bull please explain how the candle at the end of the day signifies anything other than a continued down trend Until finding better support ,2020-12-31,21:43:38Z,['AAPL'],,"['aapl', 'bull', 'please', 'explain', 'candle', 'end', 'day', 'signifies', 'anything', 'continued', 'trend', 'until', 'finding', 'better', 'support']"
87,268835099, FCEL SPY TSLA AAPL Happy new year Feliz año bonne année feliz Ano Novo ,2020-12-31,21:43:33Z,"['AAPL', 'FCEL', 'SPY', 'TSLA']",,"['fcel', 'spy', 'tsla', 'aapl', 'happy', 'new', 'year', 'feliz', 'año', 'bonne', 'année', 'feliz', 'ano', 'novo']"
88,268835024,SmartOptions Unusual Activity Alert Delayed AAPL 134 Calls 01 08 2021 Exp Trade Volume 4 217 Contracts 1 433 780 was traded now Current Stock Price 135 00 Trade Type Sweep Follow the Money amp Trade Options with Our SmartOptions Artificial Intelligence https www smartoptions ai,2020-12-31,21:43:15Z,['AAPL'],Bullish,"['smartoptions', 'unusual', 'activity', 'alert', 'delayed', 'aapl', '134', 'call', '01', '08', '2021', 'exp', 'trade', 'volume', '4', '217', 'contract', '1', '433', '780', 'traded', 'current', 'stock', 'price', '135', '00', 'trade', 'type', 'sweep', 'follow', 'money', 'amp', 'trade', 'option', 'our', 'smartoptions', 'artificial', 'intelligence', 'http', 'www', 'smartoptions', 'ai']"
89,268834649, AAPL there goes my hope for 140,2020-12-31,21:41:47Z,['AAPL'],,"['aapl', 'go', 'hope', '140']"
90,268833959, AAPL pullback for next leg up,2020-12-31,21:39:07Z,['AAPL'],,"['aapl', 'pullback', 'next', 'leg']"
91,268833783, AAPL up 13 41 in December and a nice little dip at the end of the month to jump back in,2020-12-31,21:38:26Z,['AAPL'],Bullish,"['aapl', '13', '41', 'december', 'nice', 'little', 'dip', 'end', 'month', 'jump', 'back']"
92,268833632, AAPL ATHs then the first pull to the 10 easy money for longs that loaded today come nxt week,2020-12-31,21:37:50Z,['AAPL'],Bullish,"['aapl', 'aths', 'first', 'pull', '10', 'easy', 'money', 'longs', 'loaded', 'today', 'come', 'nxt', 'week']"
93,268833360,Large Print AAPL Size 142926 Price 132 69 Time 1636 Amount 18 964 850 94,2020-12-31,21:36:49Z,['AAPL'],,"['large', 'print', 'aapl', 'size', '142926', 'price', '132', '69', 'time', '1636', 'amount', '18', '964', '850', '94']"
94,268833099, AAPL Unfortubately the selling is not done here I think it wants 127 check down,2020-12-31,21:35:52Z,['AAPL'],,"['aapl', 'unfortubately', 'selling', 'done', 'i', 'think', 'want', '127', 'check']"
95,268832962,Large Print AAPL Size 168875 Price 132 69 Time 1635 Amount 22 408 023 75,2020-12-31,21:35:25Z,['AAPL'],,"['large', 'print', 'aapl', 'size', '168875', 'price', '132', '69', 'time', '1635', 'amount', '22', '408', '023', '75']"
96,268832367, AAPL I don t see any other path other than touching 127 first will happen next week just a matter of when and if it will hold,2020-12-31,21:33:06Z,['AAPL'],,"['aapl', 'i', 'see', 'path', 'touching', '127', 'first', 'happen', 'next', 'week', 'matter', 'hold']"
97,268832329, AAPL one thing we don t want is this to tank in the 120s again then recovers after earning to this level that s playing catch up like right now remember it traded at this level just 4 months ago and went right into the shitter ,2020-12-31,21:33:01Z,['AAPL'],,"['aapl', 'one', 'thing', 'want', 'tank', '120', 'recovers', 'earning', 'level', 'playing', 'catch', 'like', 'right', 'remember', 'traded', 'level', '4', 'month', 'ago', 'went', 'right', 'shitter']"
98,268831309, AAPL source CNBC Gene Munster who called Apple s run to 2 trillion says a path to 3 trillion is in sight,2020-12-31,21:29:49Z,['AAPL'],Bullish,"['aapl', 'source', 'cnbc', 'gene', 'munster', 'called', 'apple', 'run', '2', 'trillion', 'say', 'path', '3', 'trillion', 'sight']"
99,268831133, NIO AAPL TSLA,2020-12-31,21:29:14Z,"['AAPL', 'NIO', 'TSLA']",,"['nio', 'aapl', 'tsla']"
100,268830687, FASTM3 how was the first one Any side affects besides soreness AAPL,2020-12-31,21:27:43Z,['AAPL'],Bullish,"['fastm3', 'first', 'one', 'any', 'side', 'affect', 'besides', 'soreness', 'aapl']"
101,268829995, AAPL I 39 m excited for 2021 I 39 m receiving my 2nd dose next week on the 7th Now I don 39 t work in fear and it puts my mind at ease a little more I wish you guys a great 2021 and let everyone prosper financially and physically LETS GO 2021,2020-12-31,21:25:35Z,['AAPL'],Bullish,"['aapl', 'i', '39', 'excited', '2021', 'i', '39', 'receiving', '2nd', 'dose', 'next', 'week', '7th', 'now', 'i', '39', 'work', 'fear', 'put', 'mind', 'ease', 'little', 'i', 'wish', 'guy', 'great', '2021', 'let', 'everyone', 'prosper', 'financially', 'physically', 'let', 'go', '2021']"
102,268829938, AAPL meh tax selling when earning report next month is out reflecting the incredible sales of iPhone etc up we go ,2020-12-31,21:25:24Z,['AAPL'],,"['aapl', 'meh', 'tax', 'selling', 'earning', 'report', 'next', 'month', 'reflecting', 'incredible', 'sale', 'iphone', 'etc', 'go']"
